 Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
###########,23:39:00,CNR6364083080,Success,CID613170,eBike,Koramangala,Langford Town,238,40,null,null,No,null,1087,Cash,27,4.3,4.6,
###########,20:32:00,CNR4132114126,Success,CID727658,Prime Plus,Ulsoor,Marathahalli,105,140,null,null,No,null,1058,Cash,23,4.1,4.6,
###########,2:28:00,CNR1164297655,Success,CID332835,eBike,Yelahanka,Hulimavu,147,110,null,null,No,null,874,Cash,2,3.7,3.4,
###########,23:25:00,CNR5107398570,Canceled by Driver,CID283071,eBike,Sarjapur Road,Hennur,null,null,null,Customer related issue,null,null,900,null,0,null,null,
###########,3:45:00,CNR2594649356,Driver Not Found,CID988044,Prime Sedan,Vijayanagar,Majestic,null,null,null,null,null,null,349,null,0,null,null,
###########,8:56:00,CNR5513264155,Success,CID601467,Prime Sedan,Electronic City,Kengeri,70,80,null,null,Yes,Vehicle Breakdown,350,UPI,27,5,4.6,
###########,15:12:00,CNR7718204224,Canceled by Customer,CID145915,Prime Sedan,Ulsoor,Cox Town,null,null,Driver asked to cancel,null,null,null,273,null,0,null,null,
###########,1:55:00,CNR9884288938,Canceled by Driver,CID954511,Mini,KR Puram,Sahakar Nagar,null,null,null,Customer was coughing/sick,null,null,819,null,0,null,null,
###########,22:15:00,CNR8604114763,Success,CID826289,eBike,Indiranagar,Cox Town,203,125,null,null,No,null,984,UPI,36,4.5,4.2,
###########,6:55:00,CNR1648618375,Success,CID215906,Auto,Devanahalli,Nagarbhavi,105,40,null,null,No,null,918,UPI,18,4.9,3.3,
###########,14:18:00,CNR3735646691,Success,CID892984,eBike,Majestic,Ulsoor,91,140,null,null,No,null,1393,UPI,31,3.4,4.5,
###########,19:02:00,CNR5695161177,Success,CID515244,Bike,Whitefield,Kadugodi,56,105,null,null,No,null,481,Cash,13,3.7,4.7,
###########,6:05:00,CNR3701237012,Success,CID819006,Prime Sedan,Padmanabhanagar,Majestic,119,130,null,null,No,null,446,UPI,25,4,3.5,
###########,20:46:00,CNR7868829140,Success,CID233386,Mini,Kammanahalli,Jayanagar,105,105,null,null,No,null,1134,Credit Card,19,3.4,3.7,
###########,4:25:00,CNR9765471738,Success,CID579696,Prime Sedan,Shantinagar,Sarjapur Road,63,90,null,null,No,null,218,UPI,30,4.8,4.5,
###########,23:30:00,CNR7650472214,Success,CID821265,Auto,BTM Layout,Cox Town,168,40,null,null,No,null,395,UPI,2,4.6,3.6,
###########,19:47:00,CNR4690250276,Success,CID581071,Prime SUV,MG Road,Bannerghatta Road,210,60,null,null,No,null,299,Cash,39,4,4.4,
###########,13:30:00,CNR2095968467,Success,CID867238,Prime Plus,Devanahalli,Varthur,105,80,null,null,No,null,111,UPI,3,4,4.3,
###########,16:10:00,CNR3375761138,Driver Not Found,CID347284,Prime Plus,Bellandur,Majestic,null,null,null,null,null,null,402,null,0,null,null,
###########,17:25:00,CNR9481116440,Canceled by Driver,CID111139,Bike,Yelahanka,RT Nagar,null,null,null,Customer was coughing/sick,null,null,473,null,0,null,null,
###########,19:19:00,CNR8697339796,Success,CID709674,Prime Sedan,Basavanagudi,Hosur Road,231,105,null,null,No,null,159,UPI,39,4.5,4,
###########,3:50:00,CNR1206581017,Success,CID574550,Mini,Rajajinagar,Yelahanka,154,140,null,null,No,null,140,Cash,29,4.2,3.6,
###########,10:02:00,CNR4499128231,Success,CID580584,Prime SUV,Langford Town,Basavanagudi,91,115,null,null,No,null,454,Cash,15,3.3,4.1,
###########,8:42:00,CNR1298715434,Success,CID501412,Prime SUV,Tumkur Road,Marathahalli,140,40,null,null,No,null,321,UPI,27,4,3.9,
###########,23:38:00,CNR4312763444,Success,CID211216,Prime Plus,Bellandur,Varthur,112,90,null,null,No,null,193,Cash,45,4.9,3.3,
###########,3:19:00,CNR1340571019,Success,CID160873,eBike,Vijayanagar,Majestic,147,115,null,null,No,null,463,UPI,46,3.7,3.2,
###########,8:16:00,CNR6844091426,Success,CID676815,Prime SUV,Vijayanagar,Basavanagudi,252,40,null,null,No,null,178,Cash,11,3,4.3,
###########,4:53:00,CNR3741516922,Success,CID892507,Prime Plus,Hebbal,Varthur,49,75,null,null,No,null,272,Cash,30,4.8,4.4,
###########,20:33:00,CNR6878633136,Success,CID435898,Bike,Whitefield,Kadugodi,56,105,null,null,No,null,227,Cash,10,4.5,3.2,
###########,7:20:00,CNR8389880405,Success,CID679884,eBike,Yelahanka,Hosur Road,280,100,null,null,No,null,235,Cash,49,3.2,4.2,
###########,13:54:00,CNR1031164731,Success,CID734920,Prime SUV,Richmond Town,Peenya,287,50,null,null,No,null,868,Cash,9,4.1,3.9,
###########,18:29:00,CNR3055910851,Success,CID848384,Auto,Basavanagudi,Nagarbhavi,35,55,null,null,No,null,174,Cash,14,4,4.1,
###########,13:19:00,CNR3443143842,Success,CID620200,Prime SUV,Vijayanagar,RT Nagar,119,145,null,null,No,null,295,Cash,2,3.5,4,
###########,14:55:00,CNR5284402721,Canceled by Driver,CID555275,Auto,Chamarajpet,Rajarajeshwari Nagar,null,null,null,Personal & Car related issue,null,null,135,null,0,null,null,
###########,16:18:00,CNR8736272853,Success,CID947890,Auto,BTM Layout,JP Nagar,301,145,null,null,No,null,635,UPI,13,3.9,3.8,
###########,23:05:00,CNR8526227100,Success,CID337335,eBike,Kadugodi,Indiranagar,245,115,null,null,No,null,401,UPI,33,4.1,3.5,
###########,7:48:00,CNR2586256618,Success,CID496185,Auto,Frazer Town,Rajajinagar,259,25,null,null,No,null,155,Cash,10,4.7,3.1,
###########,5:15:00,CNR8718237542,Success,CID387617,Prime Plus,Nagarbhavi,Hulimavu,84,35,null,null,No,null,1676,UPI,13,4.2,4.8,
###########,21:08:00,CNR4747588582,Driver Not Found,CID117316,Prime Sedan,Hennur,Majestic,null,null,null,null,null,null,672,null,0,null,null,
###########,20:42:00,CNR5372933060,Driver Not Found,CID275438,Auto,Shivajinagar,Ramamurthy Nagar,null,null,null,null,null,null,263,null,0,null,null,
###########,19:44:00,CNR3742047404,Success,CID789297,Bike,Yeshwanthpur,Whitefield,147,90,null,null,No,null,266,UPI,5,3.6,3.6,
###########,6:27:00,CNR6451620987,Driver Not Found,CID611238,Bike,Hebbal,Whitefield,null,null,null,null,null,null,230,null,0,null,null,
###########,19:18:00,CNR4349498244,Success,CID176493,Auto,BTM Layout,Marathahalli,196,70,null,null,No,null,2972,Cash,18,3.7,4,
###########,9:51:00,CNR2064398038,Success,CID224260,Prime Plus,Kadugodi,Yeshwanthpur,98,80,null,null,No,null,354,Cash,42,4,4.8,
###########,2:38:00,CNR4326236808,Success,CID928586,Bike,Electronic City,Richmond Town,70,80,null,null,Yes,Customer Demand,227,Credit Card,36,5,4.7,
###########,22:46:00,CNR8746895101,Success,CID839090,Mini,Electronic City,Langford Town,266,130,null,null,No,null,2685,Credit Card,17,4.6,3.5,
###########,4:20:00,CNR2360764819,Success,CID307899,Auto,RT Nagar,Kengeri,294,100,null,null,Yes,Other Issue,797,Cash,10,4.9,4.1,
###########,17:03:00,CNR7413141901,Success,CID714101,Bike,Banashankari,Rajajinagar,77,110,null,null,No,null,229,Cash,31,4.3,4.7,
###########,23:12:00,CNR7230620698,Success,CID465729,Auto,Shantinagar,Sahakar Nagar,224,135,null,null,No,null,1997,UPI,10,4,4.3,
###########,16:57:00,CNR6947093690,Success,CID803175,Prime SUV,JP Nagar,Magadi Road,91,70,null,null,No,null,439,UPI,15,5,4.6,
###########,20:07:00,CNR4790435059,Canceled by Driver,CID534198,Mini,Hulimavu,Nagarbhavi,null,null,null,Personal & Car related issue,null,null,456,null,0,null,null,
###########,2:24:00,CNR3717431082,Success,CID144787,Prime Sedan,Magadi Road,Vijayanagar,231,105,null,null,No,null,1989,UPI,10,3.7,3.9,
###########,5:07:00,CNR1119886411,Driver Not Found,CID614002,Prime Plus,Rajarajeshwari Nagar,Peenya,null,null,null,null,null,null,449,null,0,null,null,
###########,22:18:00,CNR7546954350,Success,CID157191,Prime Sedan,Marathahalli,Chamarajpet,84,30,null,null,No,null,494,UPI,15,4.2,4,
###########,5:41:00,CNR8681622859,Driver Not Found,CID751314,Mini,Shantinagar,Shantinagar,null,null,null,null,null,null,158,null,0,null,null,
###########,8:15:00,CNR3911087012,Success,CID176825,Mini,Vijayanagar,Indiranagar,154,35,null,null,Yes,Vehicle Breakdown,632,Cash,41,3,3.4,
###########,17:43:00,CNR6657813538,Success,CID555376,eBike,Bannerghatta Road,Kadugodi,294,100,null,null,No,null,190,Cash,33,4.6,4.2,
###########,1:22:00,CNR8755664720,Canceled by Customer,CID253924,Mini,Sahakar Nagar,HSR Layout,null,null,Driver is not moving towards pickup location,null,null,null,969,null,0,null,null,
###########,2:13:00,CNR9271694901,Canceled by Driver,CID122064,Auto,Padmanabhanagar,Sahakar Nagar,null,null,null,Customer was coughing/sick,null,null,300,null,0,null,null,
###########,9:41:00,CNR6626953383,Canceled by Customer,CID998004,Auto,Kammanahalli,Rajajinagar,null,null,Driver is not moving towards pickup location,null,null,null,486,null,0,null,null,
###########,14:26:00,CNR6410696298,Success,CID232697,eBike,Chamarajpet,Vijayanagar,161,70,null,null,No,null,434,Cash,37,4.9,3.6,
###########,6:28:00,CNR3325610101,Success,CID476333,Mini,BTM Layout,Vijayanagar,42,30,null,null,No,null,274,Cash,9,4.8,3.4,
###########,1:27:00,CNR7162209765,Success,CID101544,Prime Plus,Frazer Town,Hebbal,161,25,null,null,No,null,240,UPI,42,3.7,4.4,
###########,20:52:00,CNR6109622128,Driver Not Found,CID364492,Prime Sedan,Vijayanagar,Malleshwaram,null,null,null,null,null,null,144,null,0,null,null,
###########,11:13:00,CNR4421994853,Canceled by Driver,CID143782,Auto,Padmanabhanagar,Hebbal,null,null,null,Personal & Car related issue,null,null,364,null,0,null,null,
###########,0:35:00,CNR1925768452,Driver Not Found,CID704829,Auto,Padmanabhanagar,Electronic City,null,null,null,null,null,null,355,null,0,null,null,
###########,1:13:00,CNR5648143504,Success,CID103348,Mini,Ramamurthy Nagar,Peenya,196,120,null,null,No,null,466,UPI,33,3.4,3.4,
###########,5:38:00,CNR8115262014,Success,CID305697,Auto,Bellandur,Jayanagar,245,145,null,null,No,null,562,Credit Card,15,3.5,3.8,
###########,6:49:00,CNR7823516770,Canceled by Driver,CID188003,Prime Plus,Ramamurthy Nagar,Ulsoor,null,null,null,More than permitted people in there,null,null,804,null,0,null,null,
###########,12:27:00,CNR8493356788,Success,CID622747,Prime SUV,Padmanabhanagar,BTM Layout,224,95,null,null,No,null,767,Cash,44,3.5,4.7,
###########,23:46:00,CNR3058067820,Canceled by Driver,CID817628,Mini,Sarjapur Road,Kammanahalli,null,null,null,Customer related issue,null,null,152,null,0,null,null,
###########,22:26:00,CNR4333147707,Canceled by Driver,CID404369,Prime Plus,HSR Layout,Peenya,null,null,null,More than permitted people in there,null,null,804,null,0,null,null,
###########,20:24:00,CNR8641512493,Success,CID304875,Bike,Shivajinagar,Peenya,266,135,null,null,No,null,408,Cash,4,3.9,3.1,
###########,1:47:00,CNR3403243453,Canceled by Driver,CID955257,Prime Plus,Electronic City,Hennur,null,null,null,Customer related issue,null,null,542,null,0,null,null,
###########,19:17:00,CNR7546460644,Success,CID983643,Prime SUV,Yeshwanthpur,Majestic,105,80,null,null,No,null,474,UPI,27,3,4.3,
###########,17:19:00,CNR8208143819,Canceled by Driver,CID194959,Auto,Chamarajpet,Rajajinagar,null,null,null,Customer related issue,null,null,226,null,0,null,null,
###########,1:33:00,CNR3158442253,Canceled by Customer,CID846638,Auto,Ramamurthy Nagar,Magadi Road,null,null,Wrong Address,null,null,null,350,null,0,null,null,
###########,5:27:00,CNR1865369186,Success,CID638268,Prime Plus,Mysore Road,Koramangala,154,25,null,null,No,null,332,Cash,19,4.1,3.9,
###########,23:33:00,CNR7198075514,Canceled by Customer,CID650773,eBike,Magadi Road,Rajajinagar,null,null,Driver is not moving towards pickup location,null,null,null,322,null,0,null,null,
###########,6:15:00,CNR5894031971,Success,CID887772,Prime Plus,Devanahalli,Yeshwanthpur,98,130,null,null,No,null,860,UPI,33,4.3,3.2,
###########,12:31:00,CNR6369935063,Canceled by Driver,CID307065,Prime Sedan,Rajajinagar,Marathahalli,null,null,null,Customer related issue,null,null,991,null,0,null,null,
###########,8:00:00,CNR6302101502,Success,CID280152,Bike,Yeshwanthpur,Majestic,119,105,null,null,No,null,253,Cash,21,3.4,3.1,
###########,13:51:00,CNR6911635936,Canceled by Customer,CID781831,Auto,Ramamurthy Nagar,Kadugodi,null,null,Driver is not moving towards pickup location,null,null,null,493,null,0,null,null,
###########,19:36:00,CNR8210949729,Success,CID681185,Bike,Kammanahalli,BTM Layout,210,130,null,null,No,null,499,Cash,25,4.9,4.1,
###########,1:02:00,CNR7389837544,Success,CID641732,Auto,Kengeri,Majestic,35,115,null,null,No,null,759,UPI,6,3.3,3.2,
###########,6:31:00,CNR3731051841,Driver Not Found,CID920291,Bike,BTM Layout,HSR Layout,null,null,null,null,null,null,425,null,0,null,null,
###########,6:12:00,CNR5069047408,Canceled by Driver,CID141181,Auto,Jayanagar,Majestic,null,null,null,Personal & Car related issue,null,null,441,null,0,null,null,
###########,6:34:00,CNR5118920286,Canceled by Driver,CID339642,Auto,KR Puram,Frazer Town,null,null,null,Personal & Car related issue,null,null,184,null,0,null,null,
###########,16:03:00,CNR2162091754,Success,CID788775,Mini,Magadi Road,BTM Layout,84,65,null,null,No,null,492,UPI,48,4.1,4.7,
###########,12:14:00,CNR7922694663,Driver Not Found,CID774019,Prime Plus,Indiranagar,Sarjapur Road,null,null,null,null,null,null,651,null,0,null,null,
###########,8:56:00,CNR1440190398,Canceled by Customer,CID436595,Auto,Peenya,Whitefield,null,null,Driver is not moving towards pickup location,null,null,null,599,null,0,null,null,
###########,1:40:00,CNR2463579135,Driver Not Found,CID493481,Bike,Vijayanagar,Marathahalli,null,null,null,null,null,null,142,null,0,null,null,
###########,11:18:00,CNR3005238846,Canceled by Customer,CID906587,Bike,Tumkur Road,Vijayanagar,null,null,AC is Not working,null,null,null,688,null,0,null,null,
###########,3:11:00,CNR3639188731,Success,CID640076,Auto,Marathahalli,Shivajinagar,231,135,null,null,No,null,290,Credit Card,18,4.2,4.6,
###########,22:12:00,CNR2618079867,Canceled by Customer,CID993822,Prime Sedan,Shantinagar,Chickpet,null,null,Change of plans,null,null,null,419,null,0,null,null,
###########,23:10:00,CNR1823340719,Success,CID500946,Auto,Indiranagar,Kammanahalli,301,110,null,null,No,null,118,UPI,4,4,4.1,
###########,22:49:00,CNR3224413667,Success,CID758449,Auto,Sahakar Nagar,Marathahalli,42,115,null,null,No,null,484,UPI,10,3.6,3.7,
###########,18:02:00,CNR1662872056,Success,CID807730,Prime SUV,Sarjapur Road,Hebbal,56,60,null,null,No,null,265,UPI,38,4.3,3.1,
###########,1:39:00,CNR8474959161,Canceled by Driver,CID204722,Auto,Marathahalli,Tumkur Road,null,null,null,Customer related issue,null,null,1085,null,0,null,null,
###########,5:07:00,CNR9464678541,Success,CID183420,Mini,Vijayanagar,Hebbal,35,140,null,null,No,null,182,Cash,37,4.2,3.3,
###########,5:25:00,CNR4260523467,Success,CID145802,Mini,Chickpet,Ramamurthy Nagar,161,25,null,null,No,null,329,Cash,4,4.2,4.4,
###########,3:40:00,CNR6403385683,Canceled by Customer,CID497942,Bike,Peenya,Sarjapur Road,null,null,Change of plans,null,null,null,773,null,0,null,null,
###########,9:34:00,CNR7814938683,Driver Not Found,CID372236,Prime Plus,RT Nagar,Kadugodi,null,null,null,null,null,null,327,null,0,null,null,
###########,12:45:00,CNR1712617455,Success,CID621187,Prime Sedan,Hebbal,Vijayanagar,91,90,null,null,No,null,2014,UPI,14,4.6,3.5,
###########,15:47:00,CNR8920430538,Success,CID146801,Auto,Langford Town,Majestic,224,55,null,null,No,null,389,Cash,19,4.1,4.9,
